Stu dent,Term,Year,Level,Status,YearTerm,IsFemale,Ethnicity,Age,GPA-HS,GPA-TF,Major,Minor/Major2,Cred-Tot,Cred-Cum,GPA-PRE,GPA-Term,GPA-POST
5879,Fall,2011,Senior,C. UG,Fall,1,Int'l,26,2.72,,BIOS,,12.5,97,2.898,3.25,2.925
5879,Spring,2011,Senior,C. UG,Fall,1,Int'l,27,2.72,,BIOS,,13,107.5,2.925,2.923,2.924
5959,Fall,2010,Senior,C. UG,Spring,0,White,24,,,CHEM.E,,13,129,2.413,2.692,2.455
5959,Spring,2010,Senior,C. UG,Spring,0,White,24,,,CHEM.E,,16,146,2.478,2.375,2.463
5966,Fall,2010,Senior,C. UG,Fall,1,White,22,3.2,,MECH,,13,114,2.386,3.2,2.473
5974,Fall,2010,Senior,C. UG,Fall,0,White,21,3.87,,MECH,,12.5,129,2.798,2.545,2.779
5986,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,22,3.54,3.6,BIOS,,14,135,2.718,3.455,2.785
5990,Fall,2010,Senior,C. UG,Fall,0,White,22,3.57,,IS,,16,93,2.527,2.563,2.533
5990,Spring,2010,Senior,C. UG,Fall,0,White,22,3.57,,IS,,18,109,2.533,2.6,2.541
6022,Fall,2010,Senior,C. UG,Spring,0,White,25,3.45,3.21,GES,,13,146,2.982,4,3.088
6089,Fall,2010,Junior,C. UG,Fall,1,White,20,4.63,,BIOS,,15,61,3.246,2.667,3.132
6089,Spring,2010,Junior,C. UG,Fall,1,White,20,4.63,,BIOS,,18,76,3.132,3.167,3.138
6089,Fall,2011,Senior,C. UG,Fall,1,NH/Pac.Isl,21,4.63,,BIOS,,14,98,3.133,3.071,3.125
6089,Spring,2011,Senior,C. UG,Fall,1,NH/Pac.Isl,21,4.63,,BIOS,,13,112,3.125,2.923,3.104
6090,Fall,2010,Junior,C. UG,Fall,0,White,20,4.5,,CSEE,,15.5,62,3.407,2.5,3.233
6090,Spring,2010,Senior,C. UG,Fall,0,White,20,4.5,,CSEE,,12,80.5,3.263,2,3.129
6090,Fall,2011,Senior,C. UG,Fall,0,White,21,4.5,,CSEE,,13,89.5,3.129,0,2.83
6091,Fall,2011,Senior,C. UG,Fall,0,White,20,4,,GES,,18,110.5,3.566,3.5,3.556
6091,Spring,2011,Senior,C. UG,Fall,0,White,21,4,,GES,,18,128.5,3.556,4,3.613
109065,Fall,2010,Freshman,Fresh,Fall,0,White,18,4.12,,MATH,,16,0,0,3.625,3.625
109065,Spring,2010,Freshman,C. UG,Fall,0,White,18,4.12,,MATH,,17.5,16,3.625,3.375,3.5
109065,Fall,2011,Sophomore,C. UG,Fall,0,White,19,4.12,,MATH,,17,33.5,3.5,3.824,3.612
109065,Spring,2011,Sophomore,C. UG,Fall,0,White,19,4.12,,MATH,,18.5,50.5,3.612,4,3.712
109065,Fall,2012,Junior,C. UG,Fall,0,White,20,4.12,,MATH,,18,69,3.712,3.833,3.738
109065,Spring,2012,Senior,C. UG,Fall,0,White,20,4.12,,MATH,,15,87,3.738,4,3.778
109065,Fall,2013,Senior,C. UG,Fall,0,White,21,4.12,,MATH,,12,102,3.778,4,3.796
109065,Spring,2013,Senior,C. UG,Fall,0,White,21,4.12,,MATH,,9,114,3.796,4,3.812
6121,Fall,2010,Senior,C. UG,Fall,0,White,23,2.92,,GES,,10,121,2.359,2,2.343
6121,Spring,2010,Senior,C. UG,Fall,0,White,23,2.92,,GES,,7,127,2.343,2.571,2.355
6121,Fall,2011,Senior,C. UG,Fall,0,White,24,2.92,,GES,,3,135.5,2.355,3,2.368
282095,Fall,2015,Junior,Transfer,Fall,0,White,22,2.88,2.32,IS,GES,14.5,0,0,0,0
6158,Fall,2010,Senior,C. UG,Fall,0,White,21,3.31,,CHEM.E,,17,140,3.333,3.588,3.361
6158,Spring,2010,Senior,C. UG,Fall,0,White,22,3.31,,CHEM.E,,17.5,157,3.361,3.813,3.404
6160,Fall,2010,Sophomore,C. UG,Fall,0,Blk/AA,24,2.5,,IS,,13,48,3.146,3.692,3.262
6160,Spring,2010,Junior,C. UG,Fall,0,Blk/AA,24,2.5,,IS,,12,61,3.262,3.333,3.271
6160,Fall,2011,Junior,C. UG,Fall,0,Blk/AA,25,2.5,,IS,,15,73,3.271,2,3.085
6160,Spring,2011,Junior,C. UG,Fall,0,Blk/AA,25,2.5,,IS,,15,85,3.082,3.8,3.19
6160,Fall,2012,Senior,C. UG,Fall,0,Blk/AA,26,2.5,,IS,,17,103,3.214,2.929,3.179
6189,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,22,4,,MECH,,16.5,131,3.444,3,3.397
6189,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,22,4,,MECH,,13.5,147.5,3.397,3.273,3.388
6195,Fall,2010,Senior,C. UG,Spring,1,Int'l,20,3.4,,BIOS,,14.5,108,3.037,3.769,3.116
6202,Fall,2010,Senior,C. UG,Fall,1,White,22,2.92,,CSEE,,13.5,119,3.638,3.75,3.648
6282,Fall,2010,Senior,C. UG,Fall,1,Asian,23,3.13,,BIOS,,12.5,95,2.186,2.083,2.175
6282,Spring,2010,Senior,C. UG,Fall,1,Asian,23,3.13,,BIOS,,16,103,2.175,1.111,2.098
6282,Fall,2011,Senior,C. UG,Fall,1,Asian,24,3.13,,BIOS,,16,104,2.098,0,1.94
6282,Spring,2013,Senior,C. UG,Fall,1,Asian,26,3.13,,BIOS,,6,110,1.94,1.5,1.921
6291,Fall,2014,Senior,C. UG,Spring,0,Asian,29,3.82,,CSEE,,10,151,3.272,4,3.317
6291,Spring,2014,Senior,C. UG,Spring,0,Asian,30,3.82,,CSEE,,12,161,3.317,3.5,3.329
6291,Fall,2015,Senior,C. UG,Spring,0,Asian,30,3.82,,CSEE,,12,173,3.329,0,3.329
6296,Fall,2010,Senior,C. UG,Fall,0,White,22,3.2,,CSEE,,9,112,3.078,3,3.072
6311,Fall,2010,Senior,C. UG,Fall,1,White,21,3.45,,Physics,,19,108,3.088,3.25,3.11
6311,Spring,2010,Senior,C. UG,Fall,1,White,22,3.45,,Physics,,17,121,3.11,2.765,3.067
6311,Fall,2011,Senior,C. UG,Fall,1,White,22,3.45,,Physics,,15,138,3.067,2.538,3.02
6311,Spring,2011,Senior,C. UG,Fall,1,White,23,3.45,,Physics,,13.5,153,3.033,3.5,3.068
6391,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.62,2.81,CHEM,,13,114,2.967,2.3,2.902
6403,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,22,3.4,,CHEM,,14,125,3.058,2.786,3.03
6403,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,22,3.4,,CHEM,,13,139,3.03,2.692,3
6405,Fall,2010,Senior,C. UG,Fall,0,Asian,22,,3.13,IS,,7.5,129.5,2.897,4,2.938
6432,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.26,,MATH,,18,94,2.439,1.778,2.298
6432,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,22,3.26,,MATH,,17,108,2.298,2.063,2.26
6432,Fall,2011,Senior,C. UG,Fall,1,Blk/AA,22,3.26,,MATH,,14.5,106,2.291,0.667,2.161
6458,Fall,2010,Senior,C. UG,Fall,0,White,21,3.29,,CHEM,,14,109,2.766,3.214,2.818
6463,Fall,2010,Senior,C. UG,Fall,0,White,20,4.26,,CHEM,,14.5,118,3.772,3.6,3.755
6463,Spring,2010,Senior,C. UG,Fall,0,White,21,4.26,,CHEM,,12,132.5,3.755,2.857,3.697
6464,Fall,2010,Junior,C. UG,Fall,1,Blk/AA,26,,2.9,CHEM,,14,60,3.569,2.6,3.492
6464,Spring,2010,Junior,C. UG,Fall,1,Blk/AA,26,,2.9,CHEM,,12,67,3.492,3.111,3.444
6464,Fall,2011,Junior,C. UG,Fall,1,Blk/AA,27,,2.9,CHEM,,15,78,3.467,3.273,3.442
6464,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,27,,2.9,CHEM,,14,89,3.442,2.462,3.313
6464,Fall,2012,Senior,C. UG,Fall,1,Blk/AA,28,,2.9,CHEM,,13.5,100,3.313,2.667,3.243
6464,Spring,2012,Senior,C. UG,Fall,1,Blk/AA,28,,2.9,CHEM,,14,113.5,3.243,3.214,3.24
6469,Fall,2010,Senior,C. UG,Fall,1,White,21,3.36,,BIOS,,16.5,102,2.703,3.308,2.779
6477,Fall,2010,Junior,C. UG,Fall,1,Asian,22,3.86,,BIOS,,15,66,3.03,2.733,2.975
6477,Spring,2010,Junior,C. UG,Fall,1,Asian,22,3.86,,BIOS,,15,81,2.975,3,2.979
6477,Fall,2011,Senior,C. UG,Fall,1,Asian,23,3.86,,BIOS,,16.5,98,2.98,2.8,2.956
6477,Spring,2011,Senior,C. UG,Fall,1,Asian,23,3.86,,BIOS,,13.5,110.5,2.956,2.917,2.952
6477,Spring,2012,Senior,C. UG,Fall,1,Asian,24,3.86,,BIOS,,4,124,2.952,0,2.86
6495,Fall,2010,Senior,C. UG,Fall,0,White,24,2.94,,IS,,20.5,104,1.717,2.077,1.756
6497,Fall,2010,Senior,C. UG,Fall,0,Asian,21,3.21,,MECH,,15,103,3.711,3.8,3.723
6497,Spring,2010,Senior,C. UG,Fall,0,Asian,21,3.21,,MECH,,12.5,118,3.723,3.727,3.724
6498,Fall,2010,Senior,C. UG,Fall,0,Int'l,21,4,,MECH,,14,137,3.198,3.214,3.2
6510,Fall,2010,Senior,C. UG,Fall,0,White,23,,,BIOS,,15,101,2.767,2.6,2.743
6510,Spring,2010,Senior,C. UG,Fall,0,White,23,,,BIOS,,16,116,2.743,2.5,2.709
6518,Fall,2010,Senior,C. UG,Fall,0,White,22,2.7,,IS,,14.5,91,3.205,2.923,3.168
6518,Spring,2010,Senior,C. UG,Fall,0,White,23,2.7,,IS,,17.5,105.5,3.168,3.188,3.171
6520,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,20,4,,MECH,,15,88,3.613,3.4,3.579
6520,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,4,,MECH,,17,103,3.579,4,3.643
6520,Fall,2011,Senior,C. UG,Fall,1,Blk/AA,21,4,,MECH,,17,112,3.643,4,3.677
6520,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,22,4,,MECH,,17.5,129,3.677,3.545,3.667
6555,Fall,2010,Senior,C. UG,Fall,0,White,22,2.19,,IS,,13,110,2.884,0,2.648
6560,Fall,2010,Senior,C. UG,Fall,1,White,21,,2.92,GES,,17,100,2.169,2.333,2.185
6560,Spring,2010,Senior,C. UG,Fall,1,White,22,,2.92,GES,,17,113,2.116,2.765,2.214
6560,Fall,2011,Senior,C. UG,Fall,1,Hp./Lat.,22,,2.92,GES,,12.5,110,2.214,2.429,2.227
6562,Fall,2010,Junior,C. UG,Fall,0,Asian,21,2.88,,IS,,16.5,86,2.284,2.5,2.314
6562,Spring,2010,Senior,C. UG,Fall,0,Asian,21,2.88,,IS,,19,105.5,2.303,3.368,2.491
6564,Fall,2010,Senior,C. UG,Fall,0,White,22,4.33,,Physics,,15,101,3.235,3,3.204
6564,Spring,2010,Senior,C. UG,Fall,0,White,22,4.33,,Physics,,13,119,3.204,2.846,3.167
6564,Fall,2011,Senior,C. UG,Fall,0,White,23,4.33,,Physics,,12.5,126,3.167,2.667,3.133
6564,Spring,2011,Senior,C. UG,Fall,0,White,23,4.33,,Physics,,12,138.5,3.133,3.333,3.146
6565,Fall,2010,Senior,Other,Fall,0,Blk/AA,26,2.5,2.45,CHEM,,16.5,100,2.125,0,2.125
6567,Fall,2010,Junior,C. UG,Fall,0,White,20,3.75,,IS,,16,69,2.464,3.462,2.622
6567,Spring,2010,Junior,C. UG,Fall,0,White,21,3.75,,IS,,13,85,2.671,3.231,2.745
6567,Fall,2011,Senior,C. UG,Fall,0,White,21,3.75,,IS,,13,104,2.76,3.692,2.863
6567,Spring,2011,Senior,C. UG,Fall,0,White,22,3.75,,IS,,18,121.5,2.892,3.667,2.993
6568,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,20,3.93,,IS,,17,91,3.17,3.471,3.219
6568,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.93,,IS,,16.5,108,3.219,3.4,3.242
6569,Fall,2010,Junior,C. UG,Fall,0,White,21,3.48,,IS,,16.5,89,3.292,3.2,3.279
6569,Spring,2010,Senior,C. UG,Fall,0,White,21,3.48,,IS,,18,110,3.299,3.333,3.304
6576,Fall,2010,Junior,C. UG,Fall,0,White,21,3.54,,IS,,18,88,3.129,3,3.107
6576,Spring,2010,Senior,C. UG,Fall,0,White,21,3.54,,IS,,19,106,3.107,3.211,3.123
6578,Fall,2010,Senior,C. UG,Fall,0,White,21,4.58,,CHEM,,17.5,110,3.943,3.692,3.915
6578,Spring,2010,Senior,C. UG,Fall,0,White,22,4.58,,CHEM,,12,125.5,3.915,3.7,3.898
6580,Fall,2010,Junior,C. UG,Fall,0,White,21,3.4,,IS,,15,66,2.182,3,2.28
6580,Spring,2010,Junior,C. UG,Fall,0,White,21,3.4,,IS,,19.5,78,2.28,2.8,2.367
6580,Fall,2011,Senior,C. UG,Fall,0,White,22,3.4,,IS,,18,100.5,2.387,3.5,2.568
6592,Fall,2010,Senior,C. UG,Fall,1,White,21,4.94,,MATH,,15,80,3.605,3.8,3.637
6592,Spring,2010,Senior,C. UG,Fall,1,White,21,4.94,,MATH,,12,95,3.637,3.75,3.65
6594,Fall,2010,Junior,C. UG,Fall,0,Asian,21,3.65,,BIOS,,12,87,2.917,1.5,2.822
6594,Spring,2010,Senior,C. UG,Fall,0,Asian,21,3.65,,BIOS,,13,96,2.822,1.538,2.667
6600,Fall,2010,Senior,C. UG,Fall,0,White,20,4.15,,CHEM,,16.5,101,3.891,3.2,3.802
6600,Spring,2010,Senior,C. UG,Fall,0,White,21,4.15,,CHEM,,16,117.5,3.802,3.813,3.803
6615,Fall,2010,Senior,C. UG,Fall,0,White,23,3.46,,CSEE,,6,116,3.064,2,3.009
6615,Spring,2010,Senior,C. UG,Fall,0,White,24,3.46,,CSEE,,9,122,3.009,3.333,3.032
6617,Spring,2010,Senior,C. UG,Fall,1,Asian,23,3.56,,BIOS,,7,101,2.709,3.143,2.742
6617,Spring,2011,Senior,C. UG,Fall,1,Asian,24,3.56,,BIOS,,6,102,2.742,1,2.688
6617,Fall,2012,Senior,C. UG,Fall,1,Asian,24,3.56,,BIOS,,6,105,2.688,1,2.588
6617,Spring,2012,Senior,C. UG,Fall,1,Asian,25,3.56,,BIOS,,2,105,2.588,4,2.615
6617,Fall,2013,Senior,C. UG,Fall,1,Asian,25,3.56,,BIOS,,6,111,2.726,2.667,2.723
6617,Spring,2013,Senior,C. UG,Fall,1,Asian,26,3.56,,BIOS,,7,113,2.723,3.143,2.746
6624,Fall,2010,Senior,C. UG,Fall,1,White,21,4.52,,BIOS,,19,116,3.966,3.789,3.935
6624,Spring,2010,Senior,C. UG,Fall,1,White,21,4.52,,BIOS,,19,138,3.936,4,3.946
6649,Fall,2010,Senior,C. UG,Fall,1,White,21,4.14,,BIOS,,14.5,90,3.933,4,3.942
6649,Spring,2010,Senior,C. UG,Fall,1,White,21,4.14,,BIOS,,6,104.5,3.942,4,3.943
6660,Fall,2010,Junior,C. UG,Fall,1,Asian,21,4.11,,IS,,15,86,3.195,4,3.326
6660,Spring,2010,Senior,C. UG,Fall,1,Asian,21,4.11,,IS,,16,104,3.326,3.813,3.398
6666,Fall,2010,Senior,C. UG,Fall,0,White,20,4.05,,Physics,CSEE,15.5,116,3.495,3.154,3.46
6666,Spring,2010,Senior,C. UG,Fall,0,White,21,4.05,,CSEE,,16.5,130.5,3.46,3.6,3.475
6702,Fall,2011,Senior,C. UG,Fall,1,Asian,23,3.96,,CSEE,MATH,15,161.5,3.573,3.333,3.56
6712,Fall,2010,Senior,C. UG,Fall,1,White,20,3.21,,BIOS,,13.5,98,3.181,3.75,3.245
6712,Spring,2010,Senior,C. UG,Fall,1,White,20,3.21,,BIOS,,14.5,111.5,3.245,3.692,3.294
6713,Fall,2010,Junior,C. UG,Fall,0,Asian,20,3.15,,MECH,,18,71,2.276,2.667,2.318
6713,Spring,2010,Junior,C. UG,Fall,0,Asian,20,3.15,,IS,,16.5,83,2.318,2.8,2.39
6713,Fall,2011,Senior,C. UG,Fall,0,Asian,21,3.15,,IS,,19.5,93.5,2.437,3.5,2.595
6713,Spring,2011,Senior,C. UG,Fall,0,Asian,21,3.15,,IS,,15,113,2.595,2.8,2.618
6719,Fall,2010,Junior,C. UG,Fall,1,Asian,19,3.7,,BIOS,,14,60,3.293,3.5,3.329
6719,Spring,2010,Junior,C. UG,Fall,1,Asian,20,3.7,,BIOS,,14,74,3.329,3.214,3.31
6719,Fall,2011,Senior,C. UG,Fall,1,Asian,20,3.7,,BIOS,,13.5,88,3.31,3.25,3.302
6719,Spring,2011,Senior,C. UG,Fall,1,Asian,21,3.7,,BIOS,,13.5,101.5,3.302,3.417,3.315
6724,Fall,2010,Senior,C. UG,Fall,1,White,22,3.93,,BIOS,,12,111,3.342,4,3.407
6724,Spring,2011,Senior,C. UG,Fall,1,White,23,3.93,,BIOS,,2,123,3.407,4,3.416
6737,Fall,2010,Senior,C. UG,Fall,1,White,22,3.97,,MATH,,6,124,2.958,4,3.008
6741,Fall,2010,Senior,C. UG,Fall,0,White,21,4,,CSEE,,13.5,100,3.685,4,3.721
6746,Fall,2010,Junior,C. UG,Fall,0,White,20,2.83,,MECH,,13,89,2.296,3,2.405
6746,Spring,2010,Senior,C. UG,Fall,0,White,21,2.83,,MECH,,17.5,102,2.405,2.875,2.48
6746,Fall,2011,Senior,C. UG,Fall,0,White,21,2.83,,MECH,,14,101.5,2.48,2.429,2.474
6746,Spring,2011,Senior,C. UG,Fall,0,White,22,2.83,,MECH,,15,115.5,2.474,3.2,2.558
6749,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.4,,BIOS,,16,93,3.011,2.875,2.991
6749,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.4,,BIOS,,15,110.5,2.991,3.4,3.04
6756,Fall,2010,Senior,C. UG,Fall,0,White,22,,4,CSEE,,12,90,2.5,2.75,2.55
6769,Fall,2010,Senior,C. UG,Fall,1,Int'l,24,3,,IS,,3,141,3.06,4,3.08
6770,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,20,3.6,,BIOS,,14,97,3.261,3.429,3.284
6770,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.6,,BIOS,,17,108,3.284,2.941,3.235
6770,Fall,2011,Senior,C. UG,Fall,1,Blk/AA,21,3.6,,BIOS,,14.5,119,3.235,3.462,3.258
6770,Spring,2011,Senior,C. UG,Fall,1,Blk/AA,22,3.6,,BIOS,,18.5,133.5,3.258,2.588,3.181
6771,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,21,4.25,,BIOS,,14,131,3.957,4,3.96
6771,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,21,4.25,,BIOS,,16,144,3.96,3.5,3.925
6772,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,20,4.83,,CHEM,,17,112,3.952,2,3.781
6772,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,4.83,,CHEM,,17.5,127.5,3.786,3.063,3.699
6778,Spring,2013,Senior,C. UG,Fall,1,Asian,25,3.28,3.75,BIOS,,6,134.5,2.904,3,2.906
6778,Fall,2014,Senior,C. UG,Fall,1,Asian,26,3.28,3.75,BIOS,,9,146.5,2.905,3.333,2.93
6786,Fall,2010,Senior,C. UG,Fall,0,White,21,3.79,,MATH,,13.5,90,3.667,3.75,3.676
6786,Spring,2010,Senior,C. UG,Fall,0,White,21,3.79,,MATH,,13.5,103.5,3.676,3,3.605
6803,Fall,2010,Senior,C. UG,Fall,0,Asian,20,3.97,,BIOS,,12.5,91,3.407,2.625,3.34
6803,Spring,2010,Senior,C. UG,Fall,0,Asian,21,3.97,,BIOS,,13.5,103.5,3.34,3,3.302
6805,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.48,,CHEM,,14.5,109.5,3.613,2.667,3.517
6805,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.48,,CHEM,,18.5,121.5,3.517,2.875,3.44
6811,Fall,2010,Senior,C. UG,Fall,0,Hp./Lat.,26,,2.78,IS,,7.5,121,3.164,2.5,3.104
6812,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,22,,3.43,IS,,13.5,106,2.597,2.75,2.619
6812,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,22,,3.43,IS,,12,119.5,2.619,3.75,2.76
6826,Fall,2010,Senior,C. UG,Fall,0,White,20,3,,CSEE,,14.5,92,3.054,3.538,3.114
6826,Spring,2010,Senior,C. UG,Fall,0,White,21,3,,CSEE,,12,111,3.139,3.75,3.2
6839,Fall,2010,Senior,C. UG,Fall,0,White,22,4.46,,MECH,,17.5,103,2.629,2,2.595
6839,Spring,2010,Senior,C. UG,Fall,0,White,22,4.46,,MECH,,12.5,114.5,2.595,0.96,2.429
6839,Fall,2011,Senior,C. UG,Fall,0,White,23,4.46,,MECH,,12,118.5,2.429,0,2.429
6850,Fall,2010,Junior,C. UG,Fall,0,Blk/AA,21,3.14,,IS,,15,88,2.976,3,2.979
6850,Spring,2010,Senior,C. UG,Fall,0,Blk/AA,22,3.14,,IS,,13,103,2.979,2.4,2.902
6850,Spring,2011,Senior,C. UG,Fall,0,Blk/AA,23,3.14,,IS,,3,118,2.93,3,2.932
6850,Spring,2012,Senior,C. UG,Fall,0,Blk/AA,24,3.14,,IS,,3,121,2.932,0,2.932
6867,Spring,2011,Senior,C. UG,Fall,1,White,22,3.56,,BIOS,,17,153,3.449,3.357,3.441
6876,Fall,2010,Junior,C. UG,Fall,0,White,21,4.09,,CSEE,,12,73,3.452,3,3.418
6876,Spring,2010,Senior,C. UG,Fall,0,White,21,4.09,,CSEE,,12,76,3.418,0,3.418
6876,Fall,2011,Senior,C. UG,Fall,0,White,22,4.09,,CSEE,,8,82,3.439,2,3.388
6876,Spring,2011,Senior,C. UG,Fall,0,White,22,4.09,,CSEE,,9,86.5,3.388,4,3.429
6876,Fall,2012,Senior,C. UG,Fall,0,White,23,4.09,,CSEE,,9,95.5,3.447,4,3.495
6876,Spring,2012,Senior,C. UG,Fall,0,White,23,4.09,,CSEE,,11,104.5,3.495,4,3.544
6877,Fall,2010,Senior,C. UG,Fall,0,White,22,3.37,,IS,,16,107,3.134,3.769,3.209
6887,Fall,2010,Senior,C. UG,Fall,1,White,20,3.91,,BIOS,,22,106,3.684,3.65,3.678
6887,Spring,2010,Senior,C. UG,Fall,1,White,21,3.91,,BIOS,,17.5,126,3.678,4,3.718
6890,Fall,2010,Senior,C. UG,Fall,1,Asian,22,4.48,,CHEM.E,,13.5,124,3.04,3.25,3.059
6890,Spring,2010,Senior,C. UG,Fall,1,Asian,22,4.48,,CHEM.E,,12,137.5,3.059,3.333,3.076
6908,Fall,2014,Senior,C. UG,Fall,1,Asian,26,4,,BIOS,,13,127,3.169,3.385,3.191
6908,Spring,2014,Senior,C. UG,Fall,1,Asian,26,4,,BIOS,,7,140,3.191,3.571,3.21
6912,Fall,2010,Senior,C. UG,Fall,0,White,22,3.19,,MATH,,10.5,115,2.847,2.667,2.833
6914,Fall,2010,Senior,C. UG,Fall,1,Asian,20,2.82,,BIOS,,13.5,93,2.928,3,2.937
6914,Spring,2010,Senior,C. UG,Fall,1,Asian,21,2.82,,BIOS,,16.5,106.5,2.937,2.467,2.873
6915,Fall,2010,Sophomore,C. UG,Fall,1,Asian,22,3.24,2.61,CHEM,,13,48,3.267,2.6,3.171
6915,Spring,2010,Sophomore,C. UG,Fall,1,Asian,23,3.24,2.61,CHEM,,17,57,3.171,2.429,2.959
6915,Fall,2011,Junior,C. UG,Fall,1,Asian,23,3.24,2.61,CHEM,,19,65,2.927,0,2.927
6915,Spring,2011,Junior,C. UG,Fall,1,Asian,24,3.24,2.61,CHEM,,14,65,2.927,2.571,2.887
6915,Fall,2012,Senior,C. UG,Fall,1,Asian,24,3.24,2.61,CHEM,,14,83,2.833,0,2.833
6915,Spring,2012,Senior,C. UG,Fall,1,Asian,25,3.24,2.61,CHEM,CHEM,14,90,2.833,3,2.851
6915,Fall,2013,Senior,C. UG,Fall,1,Asian,25,3.24,2.61,CHEM,CHEM,15,98,2.851,2,2.768
6915,Spring,2013,Senior,C. UG,Fall,1,Asian,26,3.24,2.61,CHEM,CHEM,13,102,2.768,2.692,2.758
6915,Fall,2014,Senior,C. UG,Fall,1,Asian,26,3.24,2.61,CHEM,CHEM,6,105,2.758,2,2.735
6915,Fall,2015,Senior,C. UG,Fall,1,Asian,27,3.24,2.61,CHEM,,4,105,2.735,0,2.735
6917,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,21,3.6,,BIOS,,15,90,3.267,3.25,3.265
6917,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,22,3.6,,GES,,19.5,102,3.265,3.8,3.336
6918,Fall,2010,Senior,C. UG,Fall,1,Blk/AA,22,,2.64,IS,,12,117,2.632,0,2.632
6918,Spring,2010,Senior,C. UG,Fall,1,Blk/AA,22,,2.64,IS,,10.5,117,2.632,3,2.671
6934,Fall,2010,Senior,C. UG,Fall,1,White,20,5.2,,MATH,,15,95.5,3.802,3.75,3.796
6934,Spring,2010,Senior,C. UG,Fall,1,White,21,5.2,,MATH,,15,112,3.802,3.6,3.775
6935,Fall,2010,Senior,C. UG,Fall,0,Blk/AA,21,3.84,,CSEE,,13.5,125,3.186,2.25,3.1
6948,Fall,2010,Senior,C. UG,Fall,0,White,21,3.6,,BIOS,,14,89,3.586,3.5,3.574
6948,Spring,2010,Senior,C. UG,Fall,0,White,21,3.6,,BIOS,,12.5,103,3.574,4,3.613
6963,Fall,2010,Junior,C. UG,Fall,0,Asian,20,4.33,,MATH,,18,78,3.141,1.625,3
6963,Spring,2010,Junior,C. UG,Fall,0,Asian,21,4.33,,MATH,,14,83,3,0,3
6963,Fall,2011,Junior,C. UG,Fall,0,Asian,21,4.33,,MATH,,19,83,3,0,3
6963,Spring,2011,Junior,C. UG,Fall,0,Asian,22,4.33,,MATH,,19.5,83,3,0,2.716
6963,Spring,2012,Junior,C. UG,Fall,0,Asian,23,4.33,,MATH,,13,83,2.633,2,2.614
6963,Fall,2013,Junior,C. UG,Fall,0,Asian,23,4.33,,MATH,,18,86,2.614,0,2.614
6963,Fall,2014,Junior,C. UG,Fall,0,Asian,24,4.33,,MATH,,15,86,2.614,3,2.625
6963,Spring,2014,Junior,C. UG,Fall,0,Asian,25,4.33,,MATH,,15,89,2.551,0,2.551
6963,Fall,2015,Senior,C. UG,Fall,0,Asian,25,4.33,,MATH,,14.5,92,2.442,0,2.442
6964,Fall,2010,Sophomore,C. UG,Spring,0,Int'l,22,3.12,,CSEE,,16,56,3.464,0,3.464
6964,Spring,2010,Junior,C. UG,Spring,0,Int'l,22,3.12,,CSEE,,18,69,3.464,3.6,3.512
6964,Fall,2011,Junior,C. UG,Spring,0,Int'l,23,3.12,,CSEE,,19.5,43,3.512,3.4,3.483
6964,Spring,2011,Senior,C. UG,Spring,0,Int'l,23,3.12,,IS,,13.5,59.5,3.483,3,3.4
6964,Fall,2012,Senior,C. UG,Spring,0,Int'l,24,3.12,,IS,,10,73,3.4,3.7,3.438
6976,Fall,2010,Senior,C. UG,Fall,1,White,23,,3.04,Physics,,12,136,2.802,3.75,2.925
6976,Spring,2010,Senior,C. UG,Fall,1,White,23,,3.04,Physics,,12,148,2.925,3,2.933
6981,Fall,2010,Senior,C. UG,Fall,1,Asian,22,4.29,,BIOS,,17,98,3.905,3.786,3.89
6981,Spring,2010,Senior,C. UG,Fall,1,Asian,22,4.29,,BIOS,,12,112,3.89,4,3.901
